nErrorBuild,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
10,5,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
5,5,2.4782,0,1.3333,6.6667,40,Circle,result-processing
3,5,3.3336,0,2.6667,10.3333,103,Circle,maven
1,5,3.9063,15,6,29,15,Docker,openjdk
2,5,4.8695,0,0,9,110,Circle,golang
4,5,5.0218,25,8,23.5,24,Docker,ubuntu
2,5,7.0563,0,3,18,130,Circle,alpine-base
20,5,7.0611,0,1,9.6667,684,Circle,basejava
2,5,7.6219,0,41.3636,82.4545,174,Circle,ubuntu
10,5,7.7354,0,1,37.25,48,Travis,alpine
22,5,7.9905,0,3,18.6,244,Circle,basebottle
11,5,8.4219,129,3,38,41,Docker,alpine-glibc
2,5,9.0212,0,9.8,67.2,248,Circle,centos
3,5,10.8772,0,0,3,62,Circle,java
36,5,12.0208,0,0.6667,5.7778,114,Circle,tomcat
4,5,12.8416,0,10,43,442,Circle,alpine
12,5,13.0814,0,0,12,49,Circle,alpine-ruby
2,5,20.9747,0,2,8.5,69,Circle,alpine
174,5,23.0597,0,2.0417,8.875,4106,Circle,alpine
4,5,25.0027,0,1,7,81,Circle,nodejs
1,5,27.9552,0,1,9,111,Travis,python
1,5,28.9605,15,5,59,45,Docker,ubuntu
4,5,29.0707,0,0,3,112,Circle,jetty
4,5,29.8851,0,0,6,102,Circle,busybox
4,5,30.0052,0,1,7,67,Circle,nginx
27,5,33.9518,0,2,5,98,Circle,node
1,5,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
55,5,36.036,0,0,4,1208,Circle,alpine
3,5,37.9017,0,1,8,82,Circle,nodejs
7,5,37.9807,0,4,14,108,Circle,baseimage
2,5,52.0142,78,2.5,31,62,Docker,alpine
2,5,54.1992,0,0.8571,6.7143,272,Circle,parkmap
69,5,60.9955,0,0,6,376,Travis,alpine-node
2,5,62.2769,39,4,15,31,Docker,elasticsearch
4,5,62.9792,0,2,23,51,Circle,base
3,5,64.2844,0,2,10,164,Travis,alpine-node
17,5,64.9491,0,1,32.5,1606,Circle,ubuntu
10,5,71.8883,0,1,67,285,Circle,fedora
1,5,75.0452,0,1,10,302,Travis,java
2,5,76.1552,0,6,73,71,Circle,base
2,5,82.9521,0,1,7.5,927,Travis,lewis-depends
16,5,92.7464,0,1,28.3333,924,Travis,fpm-nginx
4,5,94.7589,0,4.5,17,293,Circle,core-box
28,5,110.1,0,1.25,14.75,1273,Circle,alpine-build
66,5,120.021,0,2,8.3333,1847,Circle,ruby
8,5,141.097,262,8.4444,10.6667,515,Docker,python
1,5,146.595,0,6,19.9333,273,Travis,websphere-liberty
2,5,151.209,27,10,45,171,Docker,ubuntu
57,5,164.087,0,0,9.5714,876,Circle,node
1,5,167.098,0,1,11.5,141,Travis,scratch
3,5,182.067,0,0,8,893,Circle,node
4,5,184.718,0,5,28,64,Travis,nginx
1,5,194.171,0,1,2,376,Travis,alpine-java
14,5,198.945,0,3,9.5,621,Travis,ruby
6,5,200.961,0,3,12,762,Circle,alpine-glibc
4,5,204.008,0,8,16,448,Travis,nginx
3,5,219.294,0,5,16,162,Circle,core-box
85,5,224.738,0,2,7,2974,Circle,golang
1,5,224.962,0,2,22,321,Travis,websphere-liberty
25,5,245.74,0,0,4.5,321,Travis,scratch
7,5,251.358,0,1,6,206,Travis,maven
1,5,252.925,119,3.9355,18.0968,76,Docker,alpine
1,5,253.975,0,0,7,108,Circle,java
8,5,267.767,0,4.25,8.25,152,Circle,typo3-flow-neos-abstract
4,5,286.854,0,2,5,355,Travis,busybox
3,5,296.855,0,8,42.5,141,Travis,baseimage
16,5,301.246,0,2,7.2,1809,Travis,node
1,5,315.801,0,1,23,78,Travis,alpine
13,5,331.064,0,4.7333,66.3667,58,Travis,debian-debootstrap
1,5,345.606,0,6.7778,18.5556,102,Travis,ubuntu
2,5,345.935,0,1,10.6667,421,Circle,alpine
5,5,364.981,0,1,55,723,Travis,ubuntu
9,5,369.967,0,0,9,264,Circle,alpine
10,5,378.905,0,2.6667,16.6667,293,Travis,node-chrome
36,5,387.764,0,0,3,152,Travis,node
2,5,398.136,0,9,17,521,Circle,docker-perl-app-base
1,5,432.097,0,1,10,393,Travis,python
1,5,442.618,0,10.8462,53.2308,105,Travis,arm-pyinstaller
1,5,489.985,0,1,11,284,Travis,node
2,5,491.425,0,0,10,164,Circle,node
7,5,500.026,0,8,20,85,Circle,diaspora-docker
2,5,500.114,0,9,32,173,Travis,python
6,5,535.883,0,9,8,534,Circle,cymetric-deps
1,5,540.94,0,1.5,5,176,Travis,openjdk
13,5,568.072,0,1.8571,48.4286,808,Travis,java
66,5,582.039,0,1,51.4706,4710,Travis,debian
11,5,587.536,60,9.5294,27.1765,21,Docker,debian
1,5,628.195,0,0.5,4,361,Travis,java
22,5,642.966,0,4,9,387,Travis,jdkydl
16,5,656.702,0,1,4,802,Travis,java
8,5,668.488,0,4.2632,9.7368,604,Circle,ubuntu
7,5,690.974,0,1,2,302,Travis,viws
7,5,705.232,0,1,19,625,Travis,alpine-java
18,5,721.256,0,1,32,4412,Circle,base
12,5,734.948,0,4.25,10,144,Circle,openjdk
2,5,769.139,0,12,29.5,451,Travis,base
6,5,780.828,0,4.125,17.375,360,Circle,ruby
40,5,786.55,0,3.6667,14.8333,2304,Travis,php
2,5,860.737,0,1,3,2140,Travis,buildstep
7,5,863.18,0,26,68.9333,1278,Travis,base
8,5,897.147,0,0,10,258,Circle,ruby
3,5,901.904,0,2,7,372,Circle,node
12,5,903.901,0,1.8182,27.5,3820,Circle,node
11,5,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
1,5,938.294,224,2.6667,7,340,Docker,base
2,5,955.066,0,2,7,609,Circle,node
92,5,1059.15,0,2.7143,6.7143,17849,Circle,build_env
163,5,1153.66,0,2,7,4509,Circle,node
123,5,1271.74,0,7,51,15319,Circle,ubuntu
18,5,1575.08,0,0,14,988,Circle,python
11,6,0,0,7,19,125,Circle,build
9,6,0,411,2,7,1,Docker,python
33,6,0.0016,503,0,2,5,Docker,php
2,6,0.0031,75,4.3333,8.6667,3,Docker,jenkins-build-base
6,6,0.0032,228,6,16,61,Docker,debian
7,6,0.0039,35,1,35,16,Docker,alpine
2,6,0.0041,295,1,8,58,Docker,kgs
3,6,0.0043,35,1,26,12,Docker,debian
1,6,0.0044,23,6,17,14,Docker,ubuntu
1,6,0.0045,418,3,9,5,Docker,golang
3,6,0.0051,52,20.7692,36.9231,43,Docker,debian
7,6,0.0053,288,5,12.5,8,Docker,node
1,6,0.0057,0,4,18.4444,41,Circle,debian
25,6,0.0068,346,1.0769,7.3077,17,Docker,node
2,6,0.0072,128,2,6,3,Docker,debian
5,6,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
3,6,0.0097,26,11,27.4286,31,Docker,ubuntu
8,6,0.0104,133,4,7,3,Docker,ubuntu
5,6,0.0106,542,6,10,3,Docker,ubuntu
2,6,0.0112,16,4,9.5,18,Docker,jenkins
1,6,0.0115,20,4,11,6,Docker,ubuntu
4,6,0.0129,804,1,6,3,Docker,aspnet
16,6,0.0188,377,2,4,1,Docker,debian
4,6,0.0294,94,2,41.6667,4,Docker,ubuntu
1,6,0.0545,0,5,33,30,Circle,ubuntu
2,6,0.0561,0,1,115.5,12,Travis,php
14,6,0.0595,0,2,7.6667,135,Circle,node
1,6,0.0638,182,3,19,49,Docker,baseimage-oraclejdk
1,6,0.0715,27,1,7,12,Docker,mongodb-mms-agent-base
3,6,0.0773,296,39.9231,137.538,226,Docker,debian-debootstrap
3,6,0.1041,0,24,30,46,Circle,ubuntu
1,6,0.1057,152,2,7,22,Docker,mesos
2,6,0.1307,0,1,6,34,Circle,result-processing
11,6,0.1493,152,4,9.6667,4,Docker,java
4,6,0.1559,0,2,4,55,Circle,alpine
1,6,0.2394,0,22,29.6667,161,Circle,ubuntu-server
6,6,0.4726,0,6.8,28.4,42,Travis,chrome-headless-browser
20,6,0.9345,0,2,20,1123,Circle,centos
2,6,1.9172,0,5,10.5,28,Travis,stack
1,6,1.9786,0,1,2,93,Travis,nginx
2,6,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
2,6,3.3336,0,3,11.6667,103,Circle,maven
1,6,4.3663,0,3.125,7.875,134,Travis,mono
7,6,6.0321,0,2,9,62,Circle,node
40,6,7.0611,0,1,9,684,Circle,basejava
3,6,7.1077,0,3.3333,6.25,146,Travis,alpine-java
5,6,7.7354,0,1,39,48,Travis,alpine
4,6,7.8564,0,1.5833,6.6667,164,Circle,jetty
6,6,7.9905,0,3,18.6,244,Circle,basebottle
2,6,8.0457,0,1.5,7.5,128,Travis,node
3,6,9.0212,0,5.8571,52.5714,248,Circle,centos
2,6,10.8772,0,0,3,62,Circle,java
2,6,12.0208,0,0.6667,5.7778,114,Circle,tomcat
2,6,14.1239,97,7,23,27,Docker,atlassian-docker
2,6,17.2326,0,2,5,26,Circle,golang
3,6,19.93,0,0,17,88,Circle,alpine
202,6,23.0597,0,1.5,10,4106,Circle,alpine
6,6,25.0027,0,1.5,8.5,81,Circle,nodejs
1,6,27.9165,33,1,32.875,38,Docker,alpine-nginx
1,6,27.9552,0,1,9,111,Travis,python
9,6,29.0707,0,0,3,112,Circle,jetty
5,6,30.266,111,3,5,174,Docker,base
1,6,30.8583,1000,6,14,4,Docker,debian
2,6,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
136,6,36.036,0,0,4,1208,Circle,alpine
7,6,37.9017,0,0,7,82,Circle,nodejs
7,6,37.9807,0,4,14,108,Circle,baseimage
4,6,39.0562,0,2,14,701,Circle,slidehub-base
1,6,39.9654,254,2,15.4,41,Docker,centos
4,6,42.0784,0,1,9,71,Circle,golang
1,6,52.0142,78,2.5,31,62,Docker,alpine
6,6,54.1992,0,0.8571,6.7143,272,Circle,parkmap
38,6,60.9955,0,0,6,376,Travis,alpine-node
3,6,64.2844,0,2,10,164,Travis,alpine-node
3,6,64.8187,0,0,10.5,215,Travis,node
5,6,64.9491,0,1,32.5,1606,Circle,ubuntu
8,6,71.8883,0,1,67,285,Circle,fedora
15,6,72.5254,0,1.5,7,55,Circle,erlang18
1,6,75.0452,0,1,10,302,Travis,java
11,6,82.9521,0,1,7.5,927,Travis,lewis-depends
5,6,92.7464,0,1,28.3333,924,Travis,fpm-nginx
2,6,94.7589,0,4,17,293,Circle,core-box
9,6,97.8665,0,0,18,52,Circle,alpine
46,6,110.1,0,1.25,14.75,1273,Circle,alpine-build
5,6,120.021,0,2,8.3333,1847,Circle,ruby
6,6,124.152,186,1,78.8,503,Docker,debian
1,6,146.595,0,6,24,273,Travis,websphere-liberty
10,6,160.07,0,1,9,562,Travis,node
18,6,164.087,0,0,9.5714,876,Circle,node
6,6,187.126,0,2.125,6.875,601,Circle,python
6,6,194.171,0,1,2,376,Travis,alpine-java
4,6,198.945,0,3,9.5,621,Travis,ruby
1,6,209.99,42,1.6667,11.6667,39,Docker,alpine
11,6,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
96,6,224.738,0,2,7,2974,Circle,golang
1,6,224.962,0,2,22,321,Travis,websphere-liberty
1,6,226.178,0,6,25,342,Travis,websphere-liberty
6,6,235.081,0,8,9,208,Circle,alpine
12,6,242.423,0,4,25,581,Travis,alpine
5,6,245.74,0,0,4.5,321,Travis,scratch
9,6,252.925,119,3.9355,18.0968,76,Docker,alpine
9,6,262.027,0,0,6.6,819,Travis,java
18,6,301.246,0,2,7.2,1809,Travis,node
1,6,331.064,0,4.7333,66.3667,58,Travis,debian-debootstrap
2,6,345.935,0,1,10.6667,421,Circle,alpine
23,6,364.981,0,1,58,723,Travis,ubuntu
39,6,387.764,0,0,3,152,Travis,node
1,6,432.097,0,1,10,393,Travis,python
7,6,433.042,0,6.5,14,823,Travis,golang
1,6,468.727,778,6.1,38,35,Docker,nginx
3,6,489.985,0,1,11,284,Travis,node
10,6,491.425,0,0,12,164,Circle,node
12,6,500.026,0,8,20,85,Circle,diaspora-docker
16,6,526.864,0,1,6.6667,479,Travis,ubuntu
2,6,535.883,0,9,8,534,Circle,cymetric-deps
36,6,568.072,0,1.8571,48.4286,808,Travis,java
30,6,582.039,0,1,51.4706,4710,Travis,debian
10,6,644.631,0,0,9,253,Circle,node
9,6,656.702,0,1,4,802,Travis,java
21,6,668.488,0,4.2632,9.7368,604,Circle,ubuntu
4,6,690.974,0,1,2,302,Travis,viws
7,6,721.256,0,1,32,4412,Circle,base
1,6,769.683,0,8,34,443,Travis,base
2,6,780.828,0,4.125,17.375,360,Circle,ruby
5,6,786.55,0,4,18,2304,Travis,php
14,6,841.838,0,2,7,436,Circle,node
12,6,860.737,0,1,3,2140,Travis,buildstep
2,6,863.18,0,26,68.9333,1278,Travis,base
6,6,896.422,0,3,22,2981,Travis,base
9,6,897.147,0,0,10,258,Circle,ruby
23,6,903.901,0,1.8182,27.5,3820,Circle,node
4,6,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
19,6,955.066,0,2,7,609,Circle,node
96,6,1059.15,0,2.7143,6.7143,17849,Circle,build_env
3,6,1089.4,0,3,18,417,Circle,openjdk
4,6,1116.14,0,1,4,1625,Circle,cyclus
86,6,1153.66,0,2,7,4509,Circle,node
2,6,1211.31,0,0.5,4,3186,Circle,python
31,6,1271.74,0,7,51,15319,Circle,ubuntu
9,6,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
1,6,1366.79,0,3.5,4,659,Travis,jetty
46,7,0,0,7,19,125,Circle,build
3,7,0,259,3,24,11,Docker,alpine
1,7,0.001,173,5.6667,15.5,27,Docker,debian
1,7,0.0014,848,3.5,24.625,30,Docker,php
18,7,0.0016,503,0,2,5,Docker,php
2,7,0.0017,340,2,8.25,14,Docker,debian
1,7,0.0017,60,5,41,32,Docker,ubuntu
2,7,0.0019,0,4,10,15,Circle,java
3,7,0.0024,986,1,4,10,Docker,opensuse
2,7,0.0025,79,4,30,11,Docker,debian
4,7,0.0032,228,6,16,61,Docker,debian
4,7,0.0034,39,2,29.5,30,Docker,alpine
4,7,0.0045,418,3,9,5,Docker,golang
16,7,0.0047,81,4,31,15,Docker,jenkins
2,7,0.0053,318,2,6,7,Docker,debian
17,7,0.0057,0,6,29,41,Circle,debian
2,7,0.0058,133,4,7,2,Docker,ubuntu
15,7,0.0068,346,1.0769,7.3077,17,Docker,node
2,7,0.0069,0,10,21,64,Circle,docker-perl-app-base
6,7,0.0071,17,1,19,11,Docker,java
1,7,0.0085,139,5,69,30,Docker,centos
2,7,0.0086,0,11,19,852,Circle,docker-perl-app-base
4,7,0.0104,133,4,7,3,Docker,ubuntu
20,7,0.0129,804,1,6,3,Docker,aspnet
6,7,0.0172,57,1.1765,8.1765,24,Docker,centos
5,7,0.0172,30,2.2,64.8,19,Docker,docker-yafrabase
1,7,0.0183,143,1,6,21,Docker,alpine
1,7,0.0294,94,2,41.6667,4,Docker,ubuntu
3,7,0.0545,0,5.5,33,30,Circle,ubuntu
5,7,0.0595,0,3,8.5,135,Circle,node
2,7,0.0703,25,18,82.3333,84,Docker,maven
13,7,0.0773,296,22.25,87.6875,226,Docker,debian-debootstrap
4,7,0.1057,152,2,7,22,Docker,mesos
1,7,0.1349,28,1,52.2,25,Docker,base
2,7,0.1352,245,8,27,44,Docker,golang
1,7,0.139,0,2.4615,11.0769,14,Travis,alpine
13,7,0.1493,152,4,9.6667,4,Docker,java
7,7,0.1731,0,1,35,95,Circle,debian
1,7,0.1732,229,6,45,44,Docker,baseimage
1,7,0.1751,330,9.5,11.5,4,Docker,nginx
2,7,0.1996,0,12,29,447,Circle,passenger-ruby21
18,7,0.2394,0,22,29.6667,161,Circle,ubuntu-server
2,7,0.3114,0,2.5,16,91,Circle,debian
1,7,0.3458,41,4,10,19,Docker,spark-base
3,7,0.4417,0,1,5,57,Travis,java
1,7,0.489,21,2,41,29,Docker,java
2,7,0.7568,0,1,8,134,Circle,debian
1,7,0.7883,20,3.5,14.5,10,Docker,debian
2,7,0.9345,0,2,20,1123,Circle,centos
1,7,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
3,7,4.5204,0,2,12.75,118,Circle,alpine-node
1,7,5.0292,79,4,13,42,Docker,centos
10,7,7.0611,0,1,9,684,Circle,basejava
7,7,7.6219,0,47.5556,87.1111,174,Circle,ubuntu
2,7,7.7354,0,1,39,48,Travis,alpine
3,7,7.8564,0,1.5833,6.6667,164,Circle,jetty
4,7,7.9905,0,3,18.6,244,Circle,basebottle
3,7,8.4219,129,3,37,41,Docker,alpine-glibc
14,7,9.0212,0,5,50,248,Circle,centos
5,7,10.8772,0,0,3,62,Circle,java
1,7,12.0208,0,0.6667,5.7778,114,Circle,tomcat
3,7,12.8416,0,10,43,442,Circle,alpine
4,7,13.8373,0,1,11,75,Circle,node
6,7,21.8894,0,2,5,364,Circle,alpine
25,7,22.5866,936,1.1429,13.8571,31,Docker,node
139,7,23.0597,0,2.8182,7.8182,4106,Circle,alpine
4,7,29.0707,0,0,3,112,Circle,jetty
2,7,30.266,111,3,5,174,Docker,base
8,7,30.8583,1000,6,14,4,Docker,debian
3,7,34.8089,48,1,18,22,Docker,node
11,7,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
60,7,36.036,0,0,4,1208,Circle,alpine
4,7,52.0142,78,2.5,31,62,Docker,alpine
1,7,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
1,7,62.9792,0,2,23,51,Circle,base
36,7,64.2844,0,2,10,164,Travis,alpine-node
12,7,64.9491,0,6.75,24.75,1606,Circle,ubuntu
1,7,68.9188,87,17,38,69,Docker,baseimage
22,7,70.3905,0,0,1,179,Travis,docker-rails
3,7,71.8883,0,1,70,285,Circle,fedora
16,7,73.0325,0,2,4.4,577,Travis,nginx
3,7,76.1552,0,4.0625,62.0625,71,Circle,base
1,7,79.9721,0,6,12,126,Travis,golang
8,7,82.9521,0,1,7.5,927,Travis,lewis-depends
4,7,92.7464,0,1,28.3333,924,Travis,fpm-nginx
9,7,94.7589,0,4,17,293,Circle,core-box
14,7,110.1,0,1.25,14.75,1273,Circle,alpine-build
15,7,120.021,0,2,8.3333,1847,Circle,ruby
1,7,139.006,0,10,50,174,Travis,ubuntu
11,7,155.068,0,9.875,13.875,420,Circle,ubuntu
14,7,160.07,0,1,9,562,Travis,node
1,7,170.01,0,3.15,21.8,277,Circle,ubuntu
1,7,170.079,0,5,6,240,Travis,node
24,7,198.945,0,3,9.5,621,Travis,ruby
2,7,200.961,0,3,15,762,Circle,alpine-glibc
7,7,204.008,0,8,17.3333,448,Travis,nginx
1,7,217.199,0,2,23,400,Travis,websphere-liberty
2,7,218.159,0,2,18,211,Travis,haproxy
2,7,220.16,0,4,17,91,Circle,core-box
12,7,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
109,7,224.738,0,2.3333,7.3333,2974,Circle,golang
1,7,226.105,0,1,9.1818,372,Travis,node
1,7,242.423,0,4,25,581,Travis,alpine
10,7,245.74,0,0,4.5,321,Travis,scratch
3,7,265.887,0,4,14.5,47,Circle,core-box
13,7,267.767,0,1,11,152,Circle,typo3-flow-neos-abstract
6,7,281.928,0,4,17,126,Circle,core-box
2,7,301.246,0,2,7.2,1809,Travis,node
2,7,314.648,50,3,16,45,Docker,alpine
12,7,364.981,0,1,58,723,Travis,ubuntu
33,7,387.764,0,0,3,152,Travis,node
2,7,398.136,0,9,17,521,Circle,docker-perl-app-base
1,7,424.04,0,6.25,19.25,75,Travis,buildroot_basic
16,7,432.097,0,2,12,393,Travis,python
4,7,489.985,0,1,11,284,Travis,node
1,7,491.425,0,0,12,164,Circle,node
11,7,500.026,0,8,20,85,Circle,diaspora-docker
34,7,526.864,0,3.1818,10.7273,479,Travis,ubuntu
3,7,568.072,0,1.8571,48.4286,808,Travis,java
1,7,618.774,0,1.7143,14.7143,418,Circle,busybox
3,7,656.702,0,1,4,802,Travis,java
9,7,668.488,0,4.2632,9.7368,604,Circle,ubuntu
2,7,670.858,0,4,28,710,Circle,baseimage
1,7,690.974,0,1,2,302,Travis,viws
3,7,705.232,0,1,20,625,Travis,alpine-java
13,7,721.256,0,1,32,4412,Circle,base
2,7,734.907,0,1,38.3333,2760,Travis,buildenv
3,7,734.948,0,4.25,10,144,Circle,openjdk
32,7,756.17,0,5,21,1022,Circle,javajsbase
1,7,780.828,0,4.125,17.375,360,Circle,ruby
7,7,786.55,0,4,18,2304,Travis,php
5,7,841.838,0,2,7,436,Circle,node
31,7,860.737,0,1,3,2140,Travis,buildstep
5,7,897.147,0,0,10,258,Circle,ruby
8,7,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
2,7,955.066,0,2,7,609,Circle,node
101,7,1059.15,0,2.7143,6.7143,17849,Circle,build_env
134,7,1153.66,0,2,7,4509,Circle,node
5,7,1211.31,0,3,39,3186,Circle,python
8,7,1271.74,0,7,51,15319,Circle,ubuntu
3,7,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
6,8,0,0,6.1429,19.8571,125,Circle,build
8,8,0.001,173,5.6667,15.5,27,Docker,debian
3,8,0.0011,297,5,17,8,Docker,ubuntu
33,8,0.0016,503,0,2,5,Docker,php
2,8,0.0018,162,2,7,9,Docker,systemd
1,8,0.0022,17,7,40,28,Docker,ubuntu
12,8,0.0024,986,1,4,10,Docker,opensuse
8,8,0.0032,228,6,16,61,Docker,debian
2,8,0.0034,39,2,30,30,Docker,alpine
5,8,0.0035,243,1,11,27,Docker,alpine
6,8,0.0045,27,0.5,16.1667,9,Docker,alpine
17,8,0.0058,356,2,15,31,Docker,debian
6,8,0.0086,0,11,19,852,Circle,docker-perl-app-base
1,8,0.009,267,3.1538,29.4615,24,Docker,ubuntu
1,8,0.0093,15,9,21,11,Docker,jenkins
71,8,0.0129,804,1,6,3,Docker,aspnet
2,8,0.0131,207,3,18,39,Docker,openjdk
1,8,0.0164,108,1,11,16,Docker,alpine
4,8,0.0183,143,1,6,21,Docker,alpine
2,8,0.02,28,1,38,22,Docker,java
3,8,0.0294,94,2,41.6667,4,Docker,ubuntu
2,8,0.0356,16,1,10,8,Docker,alpine
4,8,0.0376,31,4.625,37.125,26,Docker,ubuntu
2,8,0.04,254,1,61,36,Docker,php
5,8,0.0537,141,2,10,29,Docker,oracle-jdk
4,8,0.0595,0,3,8.5,135,Circle,node
1,8,0.0617,213,1,8,3,Docker,cflinuxfs2
17,8,0.0773,296,6,24,226,Docker,debian-debootstrap
2,8,0.1041,0,24.1429,29.1429,46,Circle,ubuntu
5,8,0.1352,245,8,27,44,Docker,golang
1,8,0.139,0,2.4615,11.0769,14,Travis,alpine
1,8,0.1397,0,1,53,22,Travis,alpine
18,8,0.1493,152,4,9.6667,4,Docker,java
8,8,0.1559,0,2,4,55,Circle,alpine
12,8,0.9345,0,2,20,1123,Circle,centos
9,8,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
6,8,2.7616,106,5,11,165,Docker,nginx
2,8,3.4829,0,4.5,34.25,222,Circle,base-jdk
1,8,3.7996,0,5.6364,10.2727,53,Circle,ruby
1,8,3.9063,15,6,30,15,Docker,openjdk
3,8,4.5204,0,2,15.25,118,Circle,alpine-node
34,8,6.9593,0,1,2,232,Circle,nginx
3,8,7.0611,0,1,9,684,Circle,basejava
2,8,7.6219,0,47.5556,87.1111,174,Circle,ubuntu
8,8,7.8564,0,1.5833,6.6667,164,Circle,jetty
12,8,9.0212,0,5,50,248,Circle,centos
60,8,12.0208,0,0.6667,5.7778,114,Circle,tomcat
6,8,12.8416,0,2.6667,28,442,Circle,alpine
1,8,13.0814,0,0,12,49,Circle,alpine-ruby
9,8,13.8373,0,1,12.3333,75,Circle,node
8,8,14.898,0,4,15,164,Travis,golang
4,8,18.5043,19,10,31.5,27,Docker,ubuntu
3,8,21.8894,0,2,5,364,Circle,alpine
8,8,22.5866,936,1.1429,13.8571,31,Docker,node
191,8,23.0597,0,2.1429,7.8571,4106,Circle,alpine
2,8,23.1293,0,2,5,157,Circle,java
2,8,29.0707,0,0,3,112,Circle,jetty
3,8,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
94,8,36.036,0,0,4,1208,Circle,alpine
3,8,37.9017,0,0,7,82,Circle,nodejs
1,8,39.9654,254,2,15.4,41,Docker,centos
7,8,51.7653,0,7.1111,49.4444,40,Circle,ubuntu
1,8,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
15,8,64.2844,0,2,10,164,Travis,alpine-node
10,8,64.9491,0,4.6667,26.3333,1606,Circle,ubuntu
1,8,65.0834,43,1,25.5,383,Docker,node
10,8,70.3905,0,0,1,179,Travis,docker-rails
2,8,73.0325,0,2,4.4,577,Travis,nginx
19,8,79.9721,0,2,4,126,Travis,golang
5,8,82.9521,0,1,7.5,927,Travis,lewis-depends
15,8,92.7464,0,1,26.5,924,Travis,fpm-nginx
2,8,94.7589,0,4,17,293,Circle,core-box
3,8,97.8665,0,0,19,52,Circle,alpine
4,8,98.0739,0,4,17.6667,55,Circle,node
94,8,110.1,0,0,7.6667,1273,Circle,alpine-build
3,8,110.865,0,1,5.3333,197,Travis,java
12,8,120.021,0,2,8.3333,1847,Circle,ruby
2,8,122.77,0,0,5.5,99,Circle,node
1,8,124.152,186,1,79,503,Docker,debian
7,8,160.07,0,1,9,562,Travis,node
4,8,187.126,0,2.125,6.875,601,Circle,python
2,8,194.171,0,1,7,376,Travis,alpine-java
2,8,200.961,0,3,15,762,Circle,alpine-glibc
1,8,204.008,0,8,17.3333,448,Travis,nginx
11,8,208.122,0,4,17,99,Circle,core-box
2,8,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
98,8,224.738,0,2.3333,7.3333,2974,Circle,golang
2,8,224.962,0,2,22,321,Travis,websphere-liberty
1,8,252.925,119,3.9355,18.0968,76,Docker,alpine
7,8,267.745,0,4,15,181,Circle,core-box
4,8,267.767,0,1,11,152,Circle,typo3-flow-neos-abstract
1,8,281.928,0,4,17,126,Circle,core-box
1,8,286.854,0,2,5,355,Travis,busybox
2,8,301.246,0,2,7.2,1809,Travis,node
8,8,364.981,0,1,58,723,Travis,ubuntu
25,8,387.764,0,0,3,152,Travis,node
2,8,432.097,0,2,12,393,Travis,python
2,8,433.042,0,6.5,14,823,Travis,golang
1,8,468.727,778,6.1,38,35,Docker,nginx
10,8,500.026,0,8,20,85,Circle,diaspora-docker
33,8,526.864,0,3.1818,10.7273,479,Travis,ubuntu
6,8,550.778,0,0,10,936,Circle,node
2,8,618.774,0,1.5,5.5,418,Circle,busybox
1,8,668.488,0,4.2632,9.7368,604,Circle,ubuntu
5,8,690.974,0,1,2,302,Travis,viws
22,8,705.232,0,1,20,625,Travis,alpine-java
14,8,721.256,0,1,32,4412,Circle,base
3,8,756.17,0,5,21,1022,Circle,javajsbase
2,8,769.139,0,6,22,451,Travis,base
1,8,780.828,0,4.125,17.375,360,Circle,ruby
1,8,786.55,0,3.7143,12.8571,2304,Travis,php
1,8,841.838,0,2,7,436,Circle,node
8,8,860.737,0,1,3,2140,Travis,buildstep
2,8,896.422,0,3,22,2981,Travis,base
5,8,897.147,0,0,10,258,Circle,ruby
6,8,903.901,0,2,29.4286,3820,Circle,node
8,8,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4,8,955.066,0,2,7,609,Circle,node
101,8,1059.15,0,2.7143,6.7143,17849,Circle,build_env
132,8,1153.66,0,2,7,4509,Circle,node
6,8,1271.74,0,7,51,15319,Circle,ubuntu
3,8,1575.08,0,0,14,988,Circle,python
20,9,0,0,6.1429,19.8571,125,Circle,build
5,9,0,259,3,24,11,Docker,alpine
16,9,0.0016,503,0,2,5,Docker,php
2,9,0.0017,63,9,38,17,Docker,baseimage
18,9,0.002,0,16.2,71.6,51,Travis,ubuntu
